"298","Imagine store all","Leave before laugh never treat decade very future","Teacher exactly","389.04","5","true","0"
"299","Think current","Call ball art of list Mrs indicate","Soldier bar do kind","22.80","4","false","0"
"300","Successful young matter those","Half little direction party defense very fear always size friend man minute clear","Simple animal quite","92.33","2","true","0"
"301","Report such bank","Day which worry century choice may decision month model fear early war yourself","Race information yet own","292.80","4","false","0"
"302","Mind table discuss","Also then research film value behind against","Structure employee thousand","267.77","5","false","0"
"303","Bill song federal","Possible writer moment hot moment bill research price political popular care trouble kind","Build read area individual","140.71","3","false","0"
"304","Big morning next glass","Hit skill quite Democrat center structure study it magazine technology","Suffer some share forward","311.07","1","true","0"
"305","Military stay natural","Stop open describe practice series figure fear true majority executive common","Whatever break","68.32","4","true","0"
"306","Ahead same","Recently amount health across everything record","Class sea","410.35","0","false","0"
"307","Life system","Soon successful employee magazine point break if foot","Current group he wear","98.66","2","true","0"
"308","Arrive sort","Bar threat money individual house blue natural town account","Up magazine significant seat song","318.27","0","true","0"
"309","Remember do half fall subject","Technology level health begin cover whole citizen building push behind politics pull","Enjoy church commercial down","317.05","5","false","0"
"310","Business health policy community option","Instead able poor cold letter always position report professional commercial","Thought activity debate","469.08","0","false","0"
"311","What popular blood present","Help official contain certain ok himself small account number lawyer story think share","Him country worry their fire","51.41","5","false","0"
"312","Company question half","Partner officer remain tree into rich","Serious these off","313.73","1","true","0"
"313","Agent discover sing","Cup care house speak often site audience eight agency life without knowledge believe","North decade","19.07","0","true","0"
"314","Amount policy kitchen","Security everything church war real home accept Democrat maintain","Let quite really bit thus","44.39","2","false","0"
